record_id,timestamp,intersection_id,intersection_name_simulated,intersection_type,lane,estimated_vehicle_class,speed_limit_kmh,speed_kmh,radial_speed_kmh,speed_excess_kmh,speeding_flag,severe_speeding_flag,range_m,direction_deg,longitudinal_accel_m_s2,traffic_density_veh_min,occupancy_pct,signal_state,near_conflict_flag,risk_score_0_10,risk_level,potential_high_risk_event,accidents_12m,fatalities_12m,injuries_12m,serious_injuries_12m
RAD-010389,2026-08-24 18:09:33,INT009,Calle_50_Carrera_43,Semaforizada,2,Camion,50,42.4,-31.1,0.0,0,0,91.9,186.1,-2.15,12.6,28.7,Verde,0,5.59,Medio,0,7,3,20,3
RAD-003530,2026-08-24 18:09:35,INT009,Calle_50_Carrera_43,Semaforizada,1,Motocicleta,50,40.6,-37.1,0.0,0,0,56.2,350.1,0.93,10.1,27.6,Verde,0,6.71,Alto,0,7,3,20,3
RAD-008728,2026-08-24 18:13:14,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,25.9,24.5,0.0,0,0,56.3,160.8,0.64,8.0,27.5,No_aplica,0,6.95,Alto,0,6,2,19,3
RAD-019294,2026-08-24 18:16:07,INT004,Av_Oriental_Calle_52,Semaforizada,2,Automovil,50,57.5,-47.4,7.5,1,0,90.4,342.0,0.4,10.5,31.3,Verde,1,7.7,Alto,1,8,3,21,4
RAD-008361,2026-08-24 18:24:00,INT012,Carrera_30_Calle_10,Zona_escolar,4,Automovil,30,35.8,34.7,5.8,1,0,59.9,233.8,-0.98,6.4,20.2,No_aplica,0,4.32,Medio,0,4,1,10,1
RAD-015060,2026-08-24 18:25:25,INT011,Carrera_70_Calle_48,Zona_residencial,3,Camioneta,30,25.6,18.6,0.0,0,0,112.3,356.8,0.48,17.2,51.7,No_aplica,0,5.97,Medio,0,6,2,19,3
RAD-012766,2026-08-24 18:31:45,INT007,Carrera_65_Calle_30,Semaforizada,1,Bus,50,53.8,43.2,3.8,1,0,101.1,166.5,-0.43,6.7,19.2,Verde,0,5.96,Medio,0,6,2,15,2
RAD-003715,2026-08-24 18:33:47,INT009,Calle_50_Carrera_43,Semaforizada,2,Automovil,50,41.7,30.8,0.0,0,0,8.2,142.8,0.1,14.6,31.1,Amarillo,0,5.59,Medio,0,7,3,20,3
RAD-000772,2026-08-24 18:36:37,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Camioneta,50,45.5,33.7,0.0,0,0,106.8,62.4,3.28,21.1,77.7,Rojo,1,7.4,Alto,1,7,2,18,3
RAD-022991,2026-08-24 18:36:40,INT004,Av_Oriental_Calle_52,Semaforizada,1,Camion,50,59.4,54.3,9.4,1,0,17.5,212.1,0.71,10.8,36.7,Verde,0,8.43,Critico,0,8,3,21,4
RAD-005262,2026-08-24 18:36:51,INT012,Carrera_30_Calle_10,Zona_escolar,2,Bus,30,28.7,-24.5,0.0,0,0,32.2,182.7,0.4,13.3,30.1,No_aplica,0,2.47,Bajo,0,4,1,10,1
RAD-020651,2026-08-24 18:37:45,INT012,Carrera_30_Calle_10,Zona_escolar,3,Automovil,30,32.6,-27.2,2.6,1,0,73.6,129.5,-0.81,11.2,39.8,No_aplica,0,4.57,Medio,0,4,1,10,1
RAD-021599,2026-08-24 18:38:39,INT004,Av_Oriental_Calle_52,Semaforizada,3,Automovil,50,50.2,-39.2,0.2,1,0,20.9,243.2,-1.31,14.4,38.7,Amarillo,0,6.73,Alto,0,8,3,21,4
RAD-013711,2026-08-24 18:38:50,INT009,Calle_50_Carrera_43,Semaforizada,3,Automovil,50,53.5,-46.0,3.5,1,0,61.8,57.3,-1.08,8.1,18.2,Verde,0,6.04,Medio,0,7,3,20,3
RAD-018546,2026-08-24 18:38:59,INT007,Carrera_65_Calle_30,Semaforizada,2,Camioneta,50,55.2,42.8,5.2,1,0,76.4,184.1,-1.16,12.6,33.3,Verde,0,7.34,Alto,0,6,2,15,2
RAD-002629,2026-08-24 18:39:53,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Camioneta,50,46.4,44.1,0.0,0,0,113.8,212.6,-2.01,17.1,53.9,Verde,0,5.23,Medio,0,7,2,18,3
RAD-012786,2026-08-24 18:45:44,INT005,Av_80_Calle_30,No_semaforizada,3,Camioneta,50,69.2,-65.0,19.2,1,1,49.2,32.9,-0.18,11.7,37.3,No_aplica,0,7.0,Alto,1,4,1,9,1
RAD-000993,2026-08-24 18:48:25,INT005,Av_80_Calle_30,No_semaforizada,3,Motocicleta,50,52.7,-42.9,2.7,1,0,10.9,306.1,0.64,15.5,40.3,No_aplica,0,5.3,Medio,0,4,1,9,1
RAD-024617,2026-08-24 18:51:41,INT012,Carrera_30_Calle_10,Zona_escolar,3,Automovil,30,23.5,22.3,0.0,0,0,100.2,246.2,0.32,6.4,15.6,No_aplica,0,4.55,Medio,0,4,1,10,1
RAD-015559,2026-08-24 18:54:09,INT001,Av_Regional_Calle_10,Semaforizada,1,Automovil,50,52.4,-52.3,2.4,1,0,81.3,39.7,0.75,13.1,47.3,Verde,0,3.65,Medio,0,6,2,14,2
RAD-019374,2026-08-24 18:55:26,INT001,Av_Regional_Calle_10,Semaforizada,2,Bus,50,39.0,-33.8,0.0,0,0,44.6,166.6,-0.36,14.6,44.6,Verde,0,3.0,Bajo,0,6,2,14,2
RAD-019857,2026-08-24 18:58:11,INT004,Av_Oriental_Calle_52,Semaforizada,4,Motocicleta,50,47.4,-39.0,0.0,0,0,60.9,248.4,0.22,10.1,23.5,Amarillo,0,6.76,Alto,0,8,3,21,4
RAD-010322,2026-08-24 18:59:39,INT008,Calle_33_Carrera_76,No_semaforizada,1,Automovil,50,56.7,46.2,6.7,1,0,9.2,3.3,-0.2,11.4,26.4,No_aplica,0,5.56,Medio,0,5,2,13,2
RAD-017742,2026-08-24 19:05:56,INT008,Calle_33_Carrera_76,No_semaforizada,1,Camion,50,48.7,-44.9,0.0,0,0,84.1,329.4,2.12,14.5,48.4,No_aplica,0,6.14,Medio,0,5,2,13,2
RAD-018896,2026-08-24 19:07:50,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Bus,50,49.0,41.6,0.0,0,0,79.6,160.2,-1.55,7.5,28.4,Verde,0,4.05,Medio,0,7,2,18,3
RAD-015492,2026-08-24 19:10:50,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,24.9,19.8,0.0,0,0,41.5,159.3,1.12,10.1,31.6,No_aplica,0,4.59,Medio,0,5,2,16,2
RAD-019924,2026-08-24 19:13:00,INT005,Av_80_Calle_30,No_semaforizada,3,Motocicleta,50,46.4,-43.2,0.0,0,0,25.1,97.6,-1.95,8.9,26.2,No_aplica,0,3.64,Medio,0,4,1,9,1
RAD-004928,2026-08-24 19:15:05,INT010,Carrera_52_Calle_44,Zona_residencial,1,Automovil,30,38.3,30.1,8.3,1,0,17.1,242.8,0.93,8.8,25.8,No_aplica,0,6.56,Alto,0,5,2,16,2
RAD-002361,2026-08-24 19:15:30,INT001,Av_Regional_Calle_10,Semaforizada,4,Bus,50,44.3,-39.6,0.0,0,0,97.0,338.0,-1.17,16.9,57.6,Verde,0,1.86,Bajo,0,6,2,14,2
RAD-015007,2026-08-24 19:16:46,INT002,Av_80_Calle_33,Semaforizada,3,Motocicleta,50,56.1,-49.6,6.1,1,0,87.2,196.5,-0.6,12.6,30.5,Verde,0,6.87,Alto,0,5,1,11,1
RAD-005268,2026-08-24 19:19:22,INT002,Av_80_Calle_33,Semaforizada,2,Motocicleta,50,57.8,42.2,7.8,1,0,20.4,249.9,-1.29,12.1,32.9,Rojo,0,6.92,Alto,0,5,1,11,1
RAD-007733,2026-08-24 19:20:05,INT012,Carrera_30_Calle_10,Zona_escolar,4,Camion,30,43.6,41.4,13.6,1,0,64.3,13.8,-1.25,10.2,29.1,No_aplica,0,5.2,Medio,0,4,1,10,1
RAD-022164,2026-08-24 19:20:27,INT005,Av_80_Calle_30,No_semaforizada,1,Motocicleta,50,50.1,49.4,0.1,1,0,61.2,353.9,-0.5,12.0,40.0,No_aplica,0,3.07,Bajo,0,4,1,9,1
RAD-012436,2026-08-24 19:20:30,INT007,Carrera_65_Calle_30,Semaforizada,3,Motocicleta,50,49.5,47.2,0.0,0,0,100.5,119.3,-0.97,13.7,48.1,Verde,0,5.9,Medio,0,6,2,15,2
RAD-016727,2026-08-24 19:22:11,INT005,Av_80_Calle_30,No_semaforizada,1,Automovil,50,53.1,44.2,3.1,1,0,45.7,321.2,0.82,8.5,21.4,No_aplica,0,5.11,Medio,0,4,1,9,1
RAD-000281,2026-08-24 19:22:59,INT004,Av_Oriental_Calle_52,Semaforizada,1,Automovil,50,40.3,36.0,0.0,0,0,105.0,290.7,0.63,6.4,23.6,Verde,1,7.65,Alto,1,8,3,21,4
RAD-002856,2026-08-24 19:25:25,INT008,Calle_33_Carrera_76,No_semaforizada,3,Camioneta,50,45.7,45.0,0.0,0,0,49.0,350.2,-0.13,17.8,47.0,No_aplica,0,4.78,Medio,0,5,2,13,2
RAD-000237,2026-08-24 19:29:35,INT002,Av_80_Calle_33,Semaforizada,4,Motocicleta,50,49.5,49.0,0.0,0,0,27.2,345.3,-0.05,8.8,30.8,Rojo,0,4.72,Medio,0,5,1,11,1
RAD-016776,2026-08-24 19:31:24,INT001,Av_Regional_Calle_10,Semaforizada,4,Motocicleta,50,48.3,-42.5,0.0,0,0,60.4,354.9,-1.92,7.2,18.9,Amarillo,0,3.99,Medio,0,6,2,14,2
RAD-009673,2026-08-24 19:36:19,INT010,Carrera_52_Calle_44,Zona_residencial,3,Motocicleta,30,16.3,15.5,0.0,0,0,65.2,279.3,1.18,10.2,31.8,No_aplica,0,4.46,Medio,0,5,2,16,2
RAD-018499,2026-08-24 19:38:18,INT006,Av_Las_Vegas_Calle_10,Glorieta,4,Camion,50,38.3,33.9,0.0,0,0,44.0,104.8,-0.76,6.3,15.7,No_aplica,0,2.87,Bajo,0,3,1,7,1
RAD-004029,2026-08-24 19:38:55,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Automovil,50,57.1,-55.4,7.1,1,0,72.2,101.6,0.17,11.3,25.9,Verde,0,6.08,Medio,0,7,2,18,3
RAD-005427,2026-08-24 19:42:26,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Automovil,50,45.4,37.9,0.0,0,0,44.9,242.1,0.14,8.4,22.0,No_aplica,0,1.87,Bajo,0,3,1,7,1
RAD-003335,2026-08-24 19:44:38,INT004,Av_Oriental_Calle_52,Semaforizada,4,Automovil,50,54.4,50.7,4.4,1,0,14.0,122.6,3.76,10.0,28.3,Verde,1,9.05,Critico,1,8,3,21,4
RAD-024939,2026-08-24 19:52:12,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,49.2,-38.6,0.0,0,0,53.8,30.8,1.21,5.8,16.2,Verde,1,7.95,Alto,1,7,3,20,3
RAD-015554,2026-08-24 19:52:38,INT009,Calle_50_Carrera_43,Semaforizada,4,Motocicleta,50,49.7,37.3,0.0,0,0,10.3,45.9,-1.39,11.1,31.3,Verde,1,8.09,Critico,1,7,3,20,3
RAD-019991,2026-08-24 19:52:45,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,40.4,-39.8,10.4,1,0,97.4,31.4,1.13,4.4,12.1,No_aplica,1,8.03,Critico,1,5,2,16,2
RAD-011059,2026-08-24 19:54:03,INT007,Carrera_65_Calle_30,Semaforizada,1,Camioneta,50,43.9,32.3,0.0,0,0,85.5,147.1,0.95,9.9,25.8,Rojo,0,6.41,Medio,0,6,2,15,2
RAD-004408,2026-08-24 19:55:35,INT010,Carrera_52_Calle_44,Zona_residencial,2,Bus,30,26.4,-20.7,0.0,0,0,110.5,3.6,-1.68,9.9,28.6,No_aplica,0,6.27,Medio,0,5,2,16,2
RAD-018427,2026-08-24 19:56:45,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Motocicleta,50,49.2,44.1,0.0,0,0,21.8,20.8,1.61,7.3,22.5,No_aplica,0,4.27,Medio,0,3,1,7,1
RAD-022963,2026-08-24 20:00:19,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,33.2,30.9,3.2,1,0,8.8,51.4,-0.69,9.2,31.9,No_aplica,0,4.46,Medio,0,5,2,16,2
RAD-006505,2026-08-24 20:03:15,INT001,Av_Regional_Calle_10,Semaforizada,2,Camioneta,50,45.3,-38.5,0.0,0,0,45.8,165.8,1.31,9.7,21.5,Verde,0,1.87,Bajo,0,6,2,14,2
RAD-020272,2026-08-24 20:04:20,INT010,Carrera_52_Calle_44,Zona_residencial,3,Motocicleta,30,31.3,23.5,1.3,1,0,70.5,304.2,-0.67,12.6,45.8,No_aplica,0,6.54,Alto,0,5,2,16,2
RAD-016869,2026-08-24 20:05:45,INT011,Carrera_70_Calle_48,Zona_residencial,1,Camioneta,30,22.7,18.0,0.0,0,0,23.0,144.7,1.05,5.9,14.7,No_aplica,0,6.29,Medio,0,6,2,19,3
RAD-009813,2026-08-24 20:06:14,INT012,Carrera_30_Calle_10,Zona_escolar,1,Automovil,30,20.9,18.1,0.0,0,0,46.1,322.1,-1.64,12.4,44.5,No_aplica,0,4.6,Medio,0,4,1,10,1
RAD-001009,2026-08-24 20:08:03,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Motocicleta,50,58.4,-42.2,8.4,1,0,29.6,158.1,-1.79,12.3,29.6,Rojo,0,8.52,Critico,0,7,2,18,3
RAD-013589,2026-08-24 20:09:46,INT005,Av_80_Calle_30,No_semaforizada,1,Automovil,50,52.6,49.3,2.6,1,0,40.8,310.3,1.46,2.4,6.2,No_aplica,0,6.35,Medio,0,4,1,9,1
RAD-012584,2026-08-24 20:11:39,INT012,Carrera_30_Calle_10,Zona_escolar,4,Motocicleta,30,38.3,33.8,8.3,1,0,21.6,292.1,0.72,8.9,24.0,No_aplica,0,3.99,Medio,0,4,1,10,1
RAD-003637,2026-08-24 20:11:54,INT008,Calle_33_Carrera_76,No_semaforizada,2,Automovil,50,53.8,-52.8,3.8,1,0,17.4,76.8,-0.14,14.2,43.7,No_aplica,0,5.53,Medio,0,5,2,13,2
RAD-021936,2026-08-24 20:11:58,INT009,Calle_50_Carrera_43,Semaforizada,4,Camioneta,50,34.2,29.6,0.0,0,0,53.5,321.2,0.34,10.4,26.5,Verde,1,8.21,Critico,1,7,3,20,3
RAD-012079,2026-08-24 20:13:42,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,55.8,-46.2,5.8,1,0,100.1,133.0,0.35,10.6,32.7,Verde,0,4.92,Medio,0,5,1,11,1
RAD-007406,2026-08-24 20:14:43,INT001,Av_Regional_Calle_10,Semaforizada,4,Motocicleta,50,47.0,-35.1,0.0,0,0,83.8,286.3,0.8,3.4,7.4,Rojo,0,3.1,Bajo,0,6,2,14,2
RAD-011336,2026-08-24 20:16:17,INT012,Carrera_30_Calle_10,Zona_escolar,2,Camioneta,30,35.4,29.2,5.4,1,0,36.3,332.6,-0.53,11.1,35.3,No_aplica,0,5.87,Medio,0,4,1,10,1
RAD-012081,2026-08-24 20:16:18,INT010,Carrera_52_Calle_44,Zona_residencial,4,Motocicleta,30,21.9,16.7,0.0,0,0,81.6,126.9,0.37,8.7,24.2,No_aplica,0,4.66,Medio,0,5,2,16,2
RAD-020710,2026-08-24 20:17:18,INT005,Av_80_Calle_30,No_semaforizada,2,Camioneta,50,46.4,33.6,0.0,0,0,36.6,330.4,-0.16,10.9,36.5,No_aplica,0,3.39,Bajo,0,4,1,9,1
RAD-006975,2026-08-24 20:17:32,INT009,Calle_50_Carrera_43,Semaforizada,3,Automovil,50,60.0,-53.6,10.0,1,0,47.5,150.1,-0.06,4.0,11.8,Verde,0,7.24,Alto,0,7,3,20,3
RAD-004381,2026-08-24 20:22:02,INT009,Calle_50_Carrera_43,Semaforizada,2,Camioneta,50,54.9,-40.7,4.9,1,0,56.7,198.1,1.55,8.2,26.9,Rojo,0,8.07,Critico,0,7,3,20,3
RAD-020421,2026-08-24 20:22:11,INT001,Av_Regional_Calle_10,Semaforizada,3,Automovil,50,62.7,-55.0,12.7,1,0,11.0,155.9,0.85,11.2,34.8,Verde,0,5.46,Medio,0,6,2,14,2
RAD-007960,2026-08-24 20:22:23,INT009,Calle_50_Carrera_43,Semaforizada,2,Automovil,50,47.5,47.2,0.0,0,0,112.3,294.8,-1.79,9.2,26.0,Verde,1,7.51,Alto,1,7,3,20,3
RAD-021710,2026-08-24 20:22:34,INT007,Carrera_65_Calle_30,Semaforizada,3,Automovil,50,54.1,47.7,4.1,1,0,84.4,189.0,1.16,9.5,35.8,Verde,0,6.34,Medio,0,6,2,15,2
RAD-004568,2026-08-24 20:23:32,INT002,Av_80_Calle_33,Semaforizada,1,Motocicleta,50,48.9,44.4,0.0,0,0,34.2,38.0,0.34,11.9,44.4,Rojo,0,6.38,Medio,0,5,1,11,1
RAD-001164,2026-08-24 20:25:03,INT007,Carrera_65_Calle_30,Semaforizada,2,Automovil,50,38.9,31.1,0.0,0,0,31.3,133.9,2.34,8.7,28.5,Amarillo,0,6.07,Medio,0,6,2,15,2
RAD-017251,2026-08-24 20:25:54,INT012,Carrera_30_Calle_10,Zona_escolar,4,Automovil,30,33.4,-28.2,3.4,1,0,24.5,138.8,-0.19,8.9,23.6,No_aplica,0,5.31,Medio,0,4,1,10,1
RAD-003707,2026-08-24 20:26:14,INT008,Calle_33_Carrera_76,No_semaforizada,3,Motocicleta,50,60.0,-45.2,10.0,1,0,64.5,16.8,0.96,9.6,22.0,No_aplica,1,7.91,Alto,1,5,2,13,2
RAD-016737,2026-08-24 20:26:42,INT004,Av_Oriental_Calle_52,Semaforizada,4,Motocicleta,50,53.8,-50.7,3.8,1,0,92.2,4.0,1.38,10.3,38.0,Verde,1,7.07,Alto,1,8,3,21,4
RAD-017227,2026-08-24 20:27:13,INT011,Carrera_70_Calle_48,Zona_residencial,2,Camioneta,30,20.4,15.0,0.0,0,0,74.3,351.6,0.69,8.2,20.8,No_aplica,0,6.66,Alto,0,6,2,19,3
RAD-022370,2026-08-24 20:27:43,INT002,Av_80_Calle_33,Semaforizada,2,Motocicleta,50,35.6,33.1,0.0,0,0,102.4,104.8,-0.17,11.0,40.6,Verde,0,4.17,Medio,0,5,1,11,1
RAD-016320,2026-08-24 20:34:45,INT010,Carrera_52_Calle_44,Zona_residencial,4,Motocicleta,30,25.9,23.5,0.0,0,0,21.4,5.8,2.27,5.5,12.7,No_aplica,0,4.77,Medio,0,5,2,16,2
RAD-018917,2026-08-24 20:36:06,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,63.1,-48.6,13.1,1,0,53.3,348.4,-0.7,10.8,28.6,Rojo,0,6.08,Medio,0,6,2,14,2
RAD-010509,2026-08-24 20:36:24,INT008,Calle_33_Carrera_76,No_semaforizada,2,Automovil,50,61.2,-56.7,11.2,1,0,70.5,179.4,-0.32,11.3,32.7,No_aplica,0,7.39,Alto,0,5,2,13,2
RAD-017925,2026-08-24 20:36:33,INT001,Av_Regional_Calle_10,Semaforizada,3,Automovil,50,50.3,47.7,0.3,1,0,96.6,46.4,1.15,10.7,28.3,Verde,0,3.91,Medio,0,6,2,14,2
RAD-013069,2026-08-24 20:36:46,INT009,Calle_50_Carrera_43,Semaforizada,3,Bus,50,37.4,-29.2,0.0,0,0,36.9,294.0,0.63,10.3,31.4,Amarillo,0,4.34,Medio,0,7,3,20,3
RAD-018864,2026-08-24 20:36:52,INT004,Av_Oriental_Calle_52,Semaforizada,1,Motocicleta,50,55.9,42.2,5.9,1,0,66.2,24.3,-0.44,11.5,29.0,Rojo,0,6.72,Alto,0,8,3,21,4
RAD-017114,2026-08-24 20:37:54,INT010,Carrera_52_Calle_44,Zona_residencial,4,Camion,30,25.8,21.8,0.0,0,0,86.2,37.7,-1.96,10.8,34.7,No_aplica,0,5.02,Medio,0,5,2,16,2
RAD-011410,2026-08-24 20:38:34,INT009,Calle_50_Carrera_43,Semaforizada,1,Bus,50,53.2,-38.3,3.2,1,0,52.8,245.7,0.92,7.0,19.6,Verde,0,7.76,Alto,0,7,3,20,3
RAD-001296,2026-08-24 20:38:44,INT004,Av_Oriental_Calle_52,Semaforizada,3,Camion,50,43.8,-42.6,0.0,0,0,72.7,121.5,-1.45,10.8,40.3,Verde,0,8.69,Critico,0,8,3,21,4
RAD-010464,2026-08-24 20:41:09,INT006,Av_Las_Vegas_Calle_10,Glorieta,1,Bus,50,52.0,38.0,2.0,1,0,26.3,275.8,-2.39,6.4,16.5,No_aplica,0,4.79,Medio,0,3,1,7,1
RAD-009016,2026-08-24 20:42:00,INT011,Carrera_70_Calle_48,Zona_residencial,4,Motocicleta,30,29.5,26.3,0.0,0,0,78.5,355.9,-0.8,6.6,22.8,No_aplica,0,6.38,Medio,0,6,2,19,3
RAD-001770,2026-08-24 20:42:41,INT002,Av_80_Calle_33,Semaforizada,4,Bus,50,38.3,36.3,0.0,0,0,62.7,5.1,0.27,5.9,16.0,Rojo,0,1.76,Bajo,0,5,1,11,1
RAD-017300,2026-08-24 20:43:57,INT009,Calle_50_Carrera_43,Semaforizada,3,Motocicleta,50,37.4,36.2,0.0,0,0,60.5,358.3,0.73,12.2,39.8,Amarillo,0,6.17,Medio,0,7,3,20,3
RAD-012362,2026-08-24 20:45:42,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Automovil,50,44.9,41.3,0.0,0,0,97.7,62.4,-0.19,13.7,46.8,Verde,0,4.33,Medio,0,7,2,18,3
RAD-000166,2026-08-24 20:47:17,INT006,Av_Las_Vegas_Calle_10,Glorieta,1,Motocicleta,50,47.6,36.6,0.0,0,0,45.7,7.3,-0.28,12.4,38.3,No_aplica,0,2.08,Bajo,0,3,1,7,1
RAD-010342,2026-08-24 20:50:39,INT011,Carrera_70_Calle_48,Zona_residencial,3,Bus,30,33.1,26.5,3.1,1,0,14.0,330.3,-0.11,9.6,21.5,No_aplica,0,6.16,Medio,0,6,2,19,3
RAD-006515,2026-08-24 20:51:16,INT007,Carrera_65_Calle_30,Semaforizada,2,Motocicleta,50,49.9,-49.0,0.0,0,0,87.7,187.2,-3.72,10.0,29.9,Verde,0,4.96,Medio,0,6,2,15,2
RAD-000537,2026-08-24 20:52:08,INT006,Av_Las_Vegas_Calle_10,Glorieta,3,Automovil,50,49.3,-44.8,0.0,0,0,88.6,66.0,0.03,4.0,14.6,No_aplica,0,3.43,Bajo,0,3,1,7,1
RAD-008674,2026-08-24 20:55:42,INT007,Carrera_65_Calle_30,Semaforizada,3,Automovil,50,55.9,42.1,5.9,1,0,93.1,313.0,0.69,10.2,29.0,Rojo,0,5.82,Medio,0,6,2,15,2
RAD-008492,2026-08-24 20:56:50,INT009,Calle_50_Carrera_43,Semaforizada,4,Camion,50,51.1,-44.0,1.1,1,0,92.6,348.1,0.41,9.8,26.6,Verde,0,5.27,Medio,0,7,3,20,3
RAD-002375,2026-08-24 20:59:32,INT004,Av_Oriental_Calle_52,Semaforizada,3,Automovil,50,41.4,-40.5,0.0,0,0,105.4,173.4,3.1,5.7,18.3,Amarillo,1,8.86,Critico,1,8,3,21,4
RAD-019048,2026-08-24 21:01:37,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,37.9,-31.0,0.0,0,0,68.2,205.7,-1.72,11.9,44.0,Verde,0,4.37,Medio,0,6,2,14,2
RAD-007520,2026-08-24 21:03:07,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,38.6,-30.5,0.0,0,0,110.3,195.4,-0.88,12.3,35.2,Verde,0,3.92,Medio,0,6,2,14,2
RAD-000819,2026-08-24 21:04:25,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,50.1,36.3,0.1,1,0,20.6,257.7,-3.38,1.9,5.7,Rojo,0,4.22,Medio,0,6,2,14,2
RAD-002669,2026-08-24 21:05:44,INT004,Av_Oriental_Calle_52,Semaforizada,4,Automovil,50,51.1,-44.7,1.1,1,0,113.5,291.9,0.1,11.6,31.6,Rojo,0,6.66,Alto,0,8,3,21,4
RAD-018033,2026-08-24 21:14:59,INT011,Carrera_70_Calle_48,Zona_residencial,3,Motocicleta,30,42.4,-32.7,12.4,1,0,57.3,333.3,-0.5,8.0,17.3,No_aplica,0,6.43,Medio,0,6,2,19,3
RAD-016194,2026-08-24 21:15:28,INT005,Av_80_Calle_30,No_semaforizada,4,Camioneta,50,63.4,-60.0,13.4,1,0,21.2,187.2,1.03,11.3,28.2,No_aplica,1,7.31,Alto,1,4,1,9,1
RAD-010852,2026-08-24 21:16:01,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,39.0,-30.9,0.0,0,0,10.2,165.4,2.14,9.9,34.9,Rojo,1,7.75,Alto,1,7,3,20,3
RAD-016202,2026-08-24 21:16:29,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,27.8,23.7,0.0,0,0,100.2,308.2,-1.57,5.5,15.2,No_aplica,0,4.24,Medio,0,6,2,19,3
RAD-000289,2026-08-24 21:17:23,INT005,Av_80_Calle_30,No_semaforizada,1,Automovil,50,46.7,35.3,0.0,0,0,16.4,31.8,-0.62,9.8,32.6,No_aplica,0,3.51,Medio,0,4,1,9,1
RAD-011965,2026-08-24 21:17:45,INT008,Calle_33_Carrera_76,No_semaforizada,4,Motocicleta,50,74.6,-65.7,24.6,1,1,104.8,204.3,-2.44,6.5,17.6,No_aplica,1,10.0,Critico,1,5,2,13,2
RAD-006606,2026-08-24 21:17:49,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,47.3,-46.6,0.0,0,0,33.8,193.2,-1.92,9.7,23.5,No_aplica,0,6.11,Medio,0,5,2,13,2
RAD-020868,2026-08-24 21:18:16,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,47.4,37.3,0.0,0,0,93.2,63.1,-0.05,12.6,45.4,Verde,0,1.94,Bajo,0,5,1,11,1
RAD-011686,2026-08-24 21:18:52,INT002,Av_80_Calle_33,Semaforizada,2,Motocicleta,50,54.7,50.2,4.7,1,0,17.5,83.9,2.28,10.7,30.3,Rojo,0,6.87,Alto,0,5,1,11,1
RAD-019275,2026-08-24 21:21:19,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,41.0,33.8,0.0,0,0,105.3,305.6,-1.6,11.0,40.1,Rojo,0,6.93,Alto,0,7,3,20,3
RAD-013318,2026-08-24 21:21:19,INT010,Carrera_52_Calle_44,Zona_residencial,4,Camion,30,28.3,-23.7,0.0,0,0,111.2,357.8,-1.12,10.9,30.9,No_aplica,0,5.09,Medio,0,5,2,16,2
RAD-015261,2026-08-24 21:22:47,INT008,Calle_33_Carrera_76,No_semaforizada,2,Motocicleta,50,47.7,43.6,0.0,0,0,13.3,179.4,-0.12,8.8,30.8,No_aplica,0,3.38,Bajo,0,5,2,13,2
RAD-008178,2026-08-24 21:23:19,INT001,Av_Regional_Calle_10,Semaforizada,1,Automovil,50,66.8,-66.4,16.8,1,1,74.4,343.2,0.53,11.7,37.8,Amarillo,0,5.96,Medio,1,6,2,14,2
RAD-008870,2026-08-24 21:23:56,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,52.6,42.8,2.6,1,0,30.4,304.6,1.21,5.5,17.2,Verde,0,3.19,Bajo,0,6,2,14,2
RAD-015533,2026-08-24 21:24:03,INT010,Carrera_52_Calle_44,Zona_residencial,1,Motocicleta,30,22.6,-20.6,0.0,0,0,39.0,95.9,2.33,6.3,23.3,No_aplica,0,5.43,Medio,0,5,2,16,2
RAD-019265,2026-08-24 21:27:58,INT004,Av_Oriental_Calle_52,Semaforizada,2,Motocicleta,50,44.3,-32.0,0.0,0,0,65.6,330.4,1.24,5.2,16.6,Rojo,1,8.13,Critico,1,8,3,21,4
