id_reporte,id_sensor,num_reporte,id_cruce,direccion,latitud,longitud,nombre_comuna,limite_velocidad,velocidad,exceso_velocidad
1101,S-174,1,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,38,False
1102,S-174,2,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,46,False
1103,S-174,3,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,38,False
1104,S-174,4,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,40,False
1105,S-174,5,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,44,False
1106,S-174,6,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,53,True
1107,S-174,7,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,67,True
1108,S-174,8,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,64,True
1109,S-174,9,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,59,True
1110,S-174,10,174,CR 46  CL 47,6.24616792,-75.56684374,LA CANDELARIA,50,60,True
1111,S-175,1,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,78,True
1112,S-175,2,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,34,False
1113,S-175,3,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,73,True
1114,S-175,4,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,79,True
1115,S-175,5,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,43,False
1116,S-175,6,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,40,False
1117,S-175,7,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,38,False
1118,S-175,8,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,63,True
1119,S-175,9,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,41,False
1120,S-175,10,175,CR 46  CL 48,6.24672818,-75.56643437,LA CANDELARIA,50,64,True
1121,S-176,1,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,64,True
1122,S-176,2,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,30,False
1123,S-176,3,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,69,True
1124,S-176,4,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,51,True
1125,S-176,5,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,58,True
1126,S-176,6,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,37,False
1127,S-176,7,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,40,False
1128,S-176,8,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,70,True
1129,S-176,9,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,66,True
1130,S-176,10,176,CR 46  CL 49,6.24752235,-75.56583311,LA CANDELARIA,50,43,False
1131,S-177,1,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,59,True
1132,S-177,2,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,64,True
1133,S-177,3,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,50,False
1134,S-177,4,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,66,True
1135,S-177,5,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,34,False
1136,S-177,6,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,48,False
1137,S-177,7,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,43,False
1138,S-177,8,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,55,True
1139,S-177,9,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,33,False
1140,S-177,10,177,CR 46  CL 50,6.24835175,-75.56521299,LA CANDELARIA,50,54,True
1141,S-178,1,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,74,True
1142,S-178,2,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,71,True
1143,S-178,3,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,54,True
1144,S-178,4,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,47,False
1145,S-178,5,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,69,True
1146,S-178,6,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,37,False
1147,S-178,7,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,68,True
1148,S-178,8,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,69,True
1149,S-178,9,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,43,False
1150,S-178,10,178,CR 46  CL 52,6.24912156,-75.56474096,LA CANDELARIA,50,61,True
1151,S-179,1,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,80,True
1152,S-179,2,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,67,True
1153,S-179,3,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,62,True
1154,S-179,4,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,52,True
1155,S-179,5,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,44,False
1156,S-179,6,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,62,True
1157,S-179,7,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,54,True
1158,S-179,8,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,46,False
1159,S-179,9,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,62,True
1160,S-179,10,179,CR 46  CL 53,6.25052435,-75.56399897,LA CANDELARIA,50,76,True
1161,S-180,1,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,31,False
1162,S-180,2,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,43,False
1163,S-180,3,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,69,True
1164,S-180,4,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,69,True
1165,S-180,5,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,80,True
1166,S-180,6,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,68,True
1167,S-180,7,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,80,True
1168,S-180,8,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,35,False
1169,S-180,9,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,35,False
1170,S-180,10,180,CR 46  CL 54,6.25130763,-75.56350995,LA CANDELARIA,50,32,False
1171,S-181,1,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,36,False
1172,S-181,2,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,80,True
1173,S-181,3,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,37,False
1174,S-181,4,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,71,True
1175,S-181,5,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,44,False
1176,S-181,6,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,76,True
1177,S-181,7,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,58,True
1178,S-181,8,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,62,True
1179,S-181,9,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,59,True
1180,S-181,10,181,CR 46  CL 56,6.25267471,-75.56270473,LA CANDELARIA,50,68,True
1181,S-182,1,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,56,True
1182,S-182,2,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,65,True
1183,S-182,3,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,58,True
1184,S-182,4,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,67,True
1185,S-182,5,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,62,True
1186,S-182,6,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,66,True
1187,S-182,7,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,56,True
1188,S-182,8,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,62,True
1189,S-182,9,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,33,False
1190,S-182,10,182,CR 46  CL 57,6.25333112,-75.56233628,LA CANDELARIA,50,51,True
1191,S-124,1,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,31,False
1192,S-124,2,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,39,False
1193,S-124,3,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,34,False
1194,S-124,4,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,39,False
1195,S-124,5,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,62,True
1196,S-124,6,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,67,True
1197,S-124,7,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,42,False
1198,S-124,8,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,60,True
1199,S-124,9,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,76,True
1200,S-124,10,124,CR 43  CL 47,6.2444055,-75.56430088,LA CANDELARIA,50,65,True
1201,S-125,1,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,74,True
1202,S-125,2,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,53,True
1203,S-125,3,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,44,False
1204,S-125,4,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,58,True
1205,S-125,5,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,37,False
1206,S-125,6,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,34,False
1207,S-125,7,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,58,True
1208,S-125,8,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,76,True
1209,S-125,9,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,33,False
1210,S-125,10,125,CR 43  CL 48,6.24540034,-75.56376097,LA CANDELARIA,50,41,False
1211,S-126,1,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,74,True
1212,S-126,2,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,31,False
1213,S-126,3,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,56,True
1214,S-126,4,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,60,True
1215,S-126,5,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,80,True
1216,S-126,6,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,80,True
1217,S-126,7,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,65,True
1218,S-126,8,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,65,True
1219,S-126,9,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,55,True
1220,S-126,10,126,CR 43  CL 49,6.24621685,-75.56335544,LA CANDELARIA,50,72,True
1221,S-127,1,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,56,True
1222,S-127,2,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,34,False
1223,S-127,3,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,49,False
1224,S-127,4,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,40,False
1225,S-127,5,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,39,False
1226,S-127,6,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,69,True
1227,S-127,7,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,67,True
1228,S-127,8,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,35,False
1229,S-127,9,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,37,False
1230,S-127,10,127,CR 43  CL 50,6.24726064,-75.56284813,LA CANDELARIA,50,52,True
1231,S-128,1,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,76,True
1232,S-128,2,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,55,True
1233,S-128,3,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,75,True
1234,S-128,4,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,72,True
1235,S-128,5,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,41,False
1236,S-128,6,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,55,True
1237,S-128,7,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,42,False
1238,S-128,8,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,69,True
1239,S-128,9,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,47,False
1240,S-128,10,128,CR 43  CL 52,6.24827238,-75.56240154,LA CANDELARIA,50,54,True
1241,S-129,1,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,62,True
1242,S-129,2,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,76,True
1243,S-129,3,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,69,True
1244,S-129,4,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,72,True
1245,S-129,5,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,41,False
1246,S-129,6,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,73,True
1247,S-129,7,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,65,True
1248,S-129,8,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,77,True
1249,S-129,9,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,33,False
1250,S-129,10,129,CR 43  CL 53,6.24915358,-75.56206568,LA CANDELARIA,50,34,False
1251,S-130,1,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,66,True
1252,S-130,2,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,37,False
1253,S-130,3,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,71,True
1254,S-130,4,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,78,True
1255,S-130,5,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,57,True
1256,S-130,6,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,60,True
1257,S-130,7,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,38,False
1258,S-130,8,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,80,True
1259,S-130,9,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,58,True
1260,S-130,10,130,CR 43  CL 54,6.24998747,-75.56145442,LA CANDELARIA,50,43,False
1261,S-131,1,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,69,True
1262,S-131,2,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,70,True
1263,S-131,3,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,51,True
1264,S-131,4,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,40,False
1265,S-131,5,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,52,True
1266,S-131,6,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,30,False
1267,S-131,7,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,75,True
1268,S-131,8,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,66,True
1269,S-131,9,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,50,False
1270,S-131,10,131,CR 43  CL 55,6.25071865,-75.5610747,LA CANDELARIA,50,55,True
1271,S-132,1,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,75,True
1272,S-132,2,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,65,True
1273,S-132,3,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,52,True
1274,S-132,4,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,30,False
1275,S-132,5,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,80,True
1276,S-132,6,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,69,True
1277,S-132,7,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,44,False
1278,S-132,8,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,50,False
1279,S-132,9,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,76,True
1280,S-132,10,132,CR 43  CL 56,6.25141398,-75.56073707,LA CANDELARIA,50,38,False
1281,S-133,1,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,38,False
1282,S-133,2,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,39,False
1283,S-133,3,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,55,True
1284,S-133,4,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,70,True
1285,S-133,5,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,64,True
1286,S-133,6,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,54,True
1287,S-133,7,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,55,True
1288,S-133,8,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,40,False
1289,S-133,9,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,67,True
1290,S-133,10,133,CR 43  CL 57,6.25202561,-75.56038022,LA CANDELARIA,50,31,False
1291,S-134,1,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,36,False
1292,S-134,2,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,47,False
1293,S-134,3,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,56,True
1294,S-134,4,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,63,True
1295,S-134,5,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,56,True
1296,S-134,6,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,46,False
1297,S-134,7,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,72,True
1298,S-134,8,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,73,True
1299,S-134,9,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,80,True
1300,S-134,10,134,CR 43  CL 58,6.25267834,-75.55990749,LA CANDELARIA,50,53,True
1301,S-135,1,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,54,True
1302,S-135,2,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,36,False
1303,S-135,3,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,35,False
1304,S-135,4,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,53,True
1305,S-135,5,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,62,True
1306,S-135,6,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,78,True
1307,S-135,7,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,58,True
1308,S-135,8,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,72,True
1309,S-135,9,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,51,True
1310,S-135,10,135,CR 44  CL 29,6.22902426,-75.57140271,LA CANDELARIA,50,55,True
1311,S-136,1,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,57,True
1312,S-136,2,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,79,True
1313,S-136,3,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,50,False
1314,S-136,4,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,78,True
1315,S-136,5,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,36,False
1316,S-136,6,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,46,False
1317,S-136,7,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,49,False
1318,S-136,8,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,70,True
1319,S-136,9,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,78,True
1320,S-136,10,136,CR 44  CL 44,6.24320719,-75.56671649,LA CANDELARIA,50,49,False
1321,S-137,1,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,51,True
1322,S-137,2,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,57,True
1323,S-137,3,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,69,True
1324,S-137,4,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,78,True
1325,S-137,5,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,36,False
1326,S-137,6,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,30,False
1327,S-137,7,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,61,True
1328,S-137,8,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,42,False
1329,S-137,9,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,59,True
1330,S-137,10,137,CR 44  CL 46,6.24450111,-75.56609108,LA CANDELARIA,50,52,True
1331,S-138,1,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,80,True
1332,S-138,2,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,48,False
1333,S-138,3,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,61,True
1334,S-138,4,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,59,True
1335,S-138,5,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,58,True
1336,S-138,6,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,78,True
1337,S-138,7,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,74,True
1338,S-138,8,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,58,True
1339,S-138,9,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,59,True
1340,S-138,10,138,CR 44  CL 69,6.2642294,-75.55414845,MANRIQUE,50,45,False
1341,S-139,1,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,69,True
1342,S-139,2,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,48,False
1343,S-139,3,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,47,False
1344,S-139,4,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,30,False
1345,S-139,5,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,43,False
1346,S-139,6,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,80,True
1347,S-139,7,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,76,True
1348,S-139,8,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,79,True
1349,S-139,9,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,31,False
1350,S-139,10,139,CR 44  CL 71,6.26620664,-75.55393795,MANRIQUE,50,57,True
1351,S-140,1,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,78,True
1352,S-140,2,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,79,True
1353,S-140,3,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,59,True
1354,S-140,4,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,67,True
1355,S-140,5,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,80,True
1356,S-140,6,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,33,False
1357,S-140,7,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,30,False
1358,S-140,8,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,37,False
1359,S-140,9,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,58,True
1360,S-140,10,140,CR 44  CL 74,6.26826098,-75.55375973,MANRIQUE,50,68,True
1361,S-141,1,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,32,False
1362,S-141,2,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,61,True
1363,S-141,3,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,39,False
1364,S-141,4,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,39,False
1365,S-141,5,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,48,False
1366,S-141,6,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,75,True
1367,S-141,7,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,63,True
1368,S-141,8,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,62,True
1369,S-141,9,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,52,True
1370,S-141,10,141,CR 44  CL 78,6.27089627,-75.55340297,MANRIQUE,50,57,True
1371,S-142,1,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,61,True
1372,S-142,2,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,79,True
1373,S-142,3,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,36,False
1374,S-142,4,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,58,True
1375,S-142,5,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,37,False
1376,S-142,6,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,30,False
1377,S-142,7,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,32,False
1378,S-142,8,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,53,True
1379,S-142,9,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,52,True
1380,S-142,10,142,CR 44  CL 80,6.27260783,-75.55310925,MANRIQUE,50,37,False
